image_name,target,monk_skin_tone
ISIC_0056422_aug2,1,1.0
ISIC_0056422_aug3,1,1.0
ISIC_0056303_orig,1,1.0
ISIC_0056303_aug1,1,1.0
ISIC_0056303_aug2,1,1.0
ISIC_0056303_aug3,1,1.0
ISIC_0055022_orig,1,1.0
ISIC_0055022_aug1,1,1.0
ISIC_0055022_aug2,1,1.0
ISIC_0055022_aug3,1,1.0
ISIC_0025955_orig,1,1.0
ISIC_0025955_aug1,1,1.0
ISIC_0025955_aug2,1,1.0
ISIC_0025955_aug3,1,1.0
ISIC_0068218_orig,1,1.0
ISIC_0068218_aug1,1,1.0
ISIC_0068218_aug2,1,1.0
ISIC_0068218_aug3,1,1.0
ISIC_0030486_orig,1,1.0
ISIC_0030486_aug1,1,1.0
ISIC_0030486_aug2,1,1.0
ISIC_0030486_aug3,1,1.0
ISIC_0055279_orig,1,1.0
ISIC_0055279_aug1,1,1.0
ISIC_0055279_aug2,1,1.0
ISIC_0055279_aug3,1,1.0
ISIC_0072909_orig,1,1.0
ISIC_0072909_aug1,1,1.0
ISIC_0072909_aug2,1,1.0
ISIC_0072909_aug3,1,1.0
ISIC_0031741_orig,1,1.0
ISIC_0031741_aug1,1,1.0
ISIC_0031741_aug2,1,1.0
ISIC_0031741_aug3,1,1.0
ISIC_0054329_orig,1,1.0
ISIC_0054329_aug1,1,1.0
ISIC_0054329_aug2,1,1.0
ISIC_0054329_aug3,1,1.0
ISIC_0065582_orig,1,1.0
ISIC_0065582_aug1,1,1.0
ISIC_0065582_aug2,1,1.0
ISIC_0065582_aug3,1,1.0
ISIC_0063289_orig,1,1.0
ISIC_0063289_aug1,1,1.0
ISIC_0063289_aug2,1,1.0
ISIC_0063289_aug3,1,1.0
ISIC_8157654_orig,1,1.0
ISIC_8157654_aug1,1,1.0
ISIC_8157654_aug2,1,1.0
ISIC_8157654_aug3,1,1.0
ISIC_0025313_orig,1,1.0
ISIC_0025313_aug1,1,1.0
ISIC_0025313_aug2,1,1.0
ISIC_0025313_aug3,1,1.0
ISIC_0058580_orig,1,1.0
ISIC_0058580_aug1,1,1.0
ISIC_0058580_aug2,1,1.0
ISIC_0058580_aug3,1,1.0
ISIC_0027964_orig,1,1.0
ISIC_0027964_aug1,1,1.0
ISIC_0027964_aug2,1,1.0
ISIC_0027964_aug3,1,1.0
ISIC_0028965_orig,1,1.0
ISIC_0028965_aug1,1,1.0
ISIC_0028965_aug2,1,1.0
ISIC_0028965_aug3,1,1.0
ISIC_6398669_orig,1,1.0
ISIC_6398669_aug1,1,1.0
ISIC_6398669_aug2,1,1.0
ISIC_6398669_aug3,1,1.0
ISIC_0064120_orig,1,1.0
ISIC_0064120_aug1,1,1.0
ISIC_0064120_aug2,1,1.0
ISIC_0064120_aug3,1,1.0
ISIC_0070400_orig,1,1.0
ISIC_0070400_aug1,1,1.0
ISIC_0070400_aug2,1,1.0
ISIC_0070400_aug3,1,1.0
ISIC_0070614_orig,1,1.0
ISIC_0070614_aug1,1,1.0
ISIC_0070614_aug2,1,1.0
ISIC_0070614_aug3,1,1.0
ISIC_0071538_orig,1,1.0
ISIC_0071538_aug1,1,1.0
ISIC_0071538_aug2,1,1.0
ISIC_0071538_aug3,1,1.0
ISIC_0015133_downsampled_orig,1,1.0
ISIC_0015133_downsampled_aug1,1,1.0
ISIC_0015133_downsampled_aug2,1,1.0
ISIC_0015133_downsampled_aug3,1,1.0
ISIC_8892236_orig,1,1.0
ISIC_8892236_aug1,1,1.0
ISIC_8892236_aug2,1,1.0
ISIC_8892236_aug3,1,1.0
ISIC_0063897_orig,1,1.0
ISIC_0063897_aug1,1,1.0
ISIC_0063897_aug2,1,1.0
ISIC_0063897_aug3,1,1.0
ISIC_0054853_orig,1,1.0
ISIC_0054853_aug1,1,1.0
ISIC_0054853_aug2,1,1.0
ISIC_0054853_aug3,1,1.0
ISIC_0026802_orig,1,1.0
ISIC_0026802_aug1,1,1.0
ISIC_0026802_aug2,1,1.0
ISIC_0026802_aug3,1,1.0
ISIC_0027622_orig,1,1.0
ISIC_0027622_aug1,1,1.0
ISIC_0027622_aug2,1,1.0
ISIC_0027622_aug3,1,1.0
ISIC_0013141_downsampled_orig,1,1.0
ISIC_0013141_downsampled_aug1,1,1.0
ISIC_0013141_downsampled_aug2,1,1.0
ISIC_0013141_downsampled_aug3,1,1.0
ISIC_0070940_orig,1,1.0
ISIC_0070940_aug1,1,1.0
ISIC_0070940_aug2,1,1.0
ISIC_0070940_aug3,1,1.0
ISIC_0069591_orig,1,1.0
ISIC_0069591_aug1,1,1.0
ISIC_0069591_aug2,1,1.0
ISIC_0069591_aug3,1,1.0
ISIC_0029316_orig,1,1.0
ISIC_0029316_aug1,1,1.0
ISIC_0029316_aug2,1,1.0
ISIC_0029316_aug3,1,1.0
ISIC_0024729_orig,1,1.0
ISIC_0024729_aug1,1,1.0
ISIC_0024729_aug2,1,1.0
ISIC_0024729_aug3,1,1.0
ISIC_0056403_orig,1,1.0
ISIC_0056403_aug1,1,1.0
ISIC_0056403_aug2,1,1.0
ISIC_0056403_aug3,1,1.0
ISIC_0060342_orig,1,1.0
ISIC_0060342_aug1,1,1.0
ISIC_0060342_aug2,1,1.0
ISIC_0060342_aug3,1,1.0
ISIC_0025450_orig,1,1.0
ISIC_0025450_aug1,1,1.0
ISIC_0025450_aug2,1,1.0
ISIC_0025450_aug3,1,1.0
ISIC_0009960_orig,1,1.0
ISIC_0009960_aug1,1,1.0
ISIC_0009960_aug2,1,1.0
ISIC_0009960_aug3,1,1.0
ISIC_0033274_orig,1,1.0
ISIC_0033274_aug1,1,1.0
ISIC_0033274_aug2,1,1.0
ISIC_0033274_aug3,1,1.0
ISIC_0066867_orig,1,1.0
ISIC_0066867_aug1,1,1.0
ISIC_0066867_aug2,1,1.0
ISIC_0066867_aug3,1,1.0
ISIC_0066505_orig,1,1.0
ISIC_0066505_aug1,1,1.0
ISIC_0066505_aug2,1,1.0
ISIC_0066505_aug3,1,1.0
ISIC_0068115_orig,1,1.0
ISIC_0068115_aug1,1,1.0
ISIC_0068115_aug2,1,1.0
ISIC_0068115_aug3,1,1.0
ISIC_0065121_orig,1,1.0
ISIC_0065121_aug1,1,1.0
ISIC_0065121_aug2,1,1.0
ISIC_0065121_aug3,1,1.0
ISIC_0053671_orig,1,1.0
ISIC_0053671_aug1,1,1.0
ISIC_0053671_aug2,1,1.0
ISIC_0053671_aug3,1,1.0
ISIC_7346228_orig,1,1.0
ISIC_7346228_aug1,1,1.0
ISIC_7346228_aug2,1,1.0
ISIC_7346228_aug3,1,1.0
ISIC_0056436_orig,1,1.0
ISIC_0056436_aug1,1,1.0
ISIC_0056436_aug2,1,1.0
ISIC_0056436_aug3,1,1.0
ISIC_0060148_orig,1,1.0
ISIC_0060148_aug1,1,1.0
ISIC_0060148_aug2,1,1.0
ISIC_0060148_aug3,1,1.0
ISIC_0063606_orig,1,1.0
ISIC_0063606_aug1,1,1.0
ISIC_0063606_aug2,1,1.0
ISIC_0063606_aug3,1,1.0
ISIC_0026909_orig,1,1.0
ISIC_0026909_aug1,1,1.0
ISIC_0026909_aug2,1,1.0
ISIC_0026909_aug3,1,1.0
ISIC_0069105_orig,1,1.0
ISIC_0069105_aug1,1,1.0
ISIC_0069105_aug2,1,1.0
ISIC_0069105_aug3,1,1.0
ISIC_0065191_orig,1,1.0
ISIC_0065191_aug1,1,1.0
ISIC_0065191_aug2,1,1.0
ISIC_0065191_aug3,1,1.0
ISIC_0014946_downsampled_orig,1,1.0
ISIC_0014946_downsampled_aug1,1,1.0
ISIC_0014946_downsampled_aug2,1,1.0
ISIC_0014946_downsampled_aug3,1,1.0
ISIC_0060555_orig,1,1.0
ISIC_0060555_aug1,1,1.0
ISIC_0060555_aug2,1,1.0
ISIC_0060555_aug3,1,1.0
ISIC_0034141_orig,1,1.0
ISIC_0034141_aug1,1,1.0
ISIC_0034141_aug2,1,1.0
ISIC_0034141_aug3,1,1.0
ISIC_0072287_orig,1,1.0
ISIC_0072287_aug1,1,1.0
ISIC_0072287_aug2,1,1.0
ISIC_0072287_aug3,1,1.0
ISIC_0071537_orig,1,1.0
ISIC_0071537_aug1,1,1.0
ISIC_0071537_aug2,1,1.0
ISIC_0071537_aug3,1,1.0
ISIC_0058840_orig,1,1.0
ISIC_0058840_aug1,1,1.0
ISIC_0058840_aug2,1,1.0
ISIC_0058840_aug3,1,1.0
ISIC_0071492_orig,1,1.0
ISIC_0071492_aug1,1,1.0
ISIC_0071492_aug2,1,1.0
ISIC_0071492_aug3,1,1.0
ISIC_0024732_orig,1,1.0
ISIC_0024732_aug1,1,1.0
ISIC_0024732_aug2,1,1.0
ISIC_0024732_aug3,1,1.0
ISIC_0070074_orig,1,1.0
ISIC_0070074_aug1,1,1.0
ISIC_0070074_aug2,1,1.0
ISIC_0070074_aug3,1,1.0
ISIC_0028655_orig,1,1.0
ISIC_0028655_aug1,1,1.0
ISIC_0028655_aug2,1,1.0
ISIC_0028655_aug3,1,1.0
ISIC_0000145_orig,1,1.0
ISIC_0000145_aug1,1,1.0
ISIC_0000145_aug2,1,1.0
ISIC_0000145_aug3,1,1.0
ISIC_0070990_orig,1,1.0
ISIC_0070990_aug1,1,1.0
ISIC_0070990_aug2,1,1.0
ISIC_0070990_aug3,1,1.0
ISIC_0032790_orig,1,1.0
ISIC_0032790_aug1,1,1.0
ISIC_0032790_aug2,1,1.0
ISIC_0032790_aug3,1,1.0
ISIC_0064423_orig,1,1.0
ISIC_0064423_aug1,1,1.0
ISIC_0064423_aug2,1,1.0
ISIC_0064423_aug3,1,1.0
ISIC_0033518_orig,1,1.0
ISIC_0033518_aug1,1,1.0
ISIC_0033518_aug2,1,1.0
ISIC_0033518_aug3,1,1.0
ISIC_0911264_orig,1,1.0
ISIC_0911264_aug1,1,1.0
ISIC_0911264_aug2,1,1.0
ISIC_0911264_aug3,1,1.0
ISIC_0055526_orig,1,1.0
ISIC_0055526_aug1,1,1.0
ISIC_0055526_aug2,1,1.0
ISIC_0055526_aug3,1,1.0
ISIC_0071771_orig,1,1.0
ISIC_0071771_aug1,1,1.0
ISIC_0071771_aug2,1,1.0
ISIC_0071771_aug3,1,1.0
ISIC_0064023_orig,1,1.0
ISIC_0064023_aug1,1,1.0
ISIC_0064023_aug2,1,1.0
ISIC_0064023_aug3,1,1.0
ISIC_0032812_orig,1,1.0
ISIC_0032812_aug1,1,1.0
ISIC_0032812_aug2,1,1.0
ISIC_0032812_aug3,1,1.0
ISIC_0013594_downsampled_orig,1,1.0
ISIC_0013594_downsampled_aug1,1,1.0
ISIC_0013594_downsampled_aug2,1,1.0
ISIC_0013594_downsampled_aug3,1,1.0
ISIC_0055376_orig,1,1.0
ISIC_0055376_aug1,1,1.0
ISIC_0055376_aug2,1,1.0
ISIC_0055376_aug3,1,1.0
ISIC_0034317_orig,1,1.0
ISIC_0034317_aug1,1,1.0
ISIC_0034317_aug2,1,1.0
ISIC_0034317_aug3,1,1.0
ISIC_0207268_orig,1,1.0
ISIC_0207268_aug1,1,1.0
ISIC_0207268_aug2,1,1.0
ISIC_0207268_aug3,1,1.0
ISIC_0054038_orig,1,1.0
ISIC_0054038_aug1,1,1.0
ISIC_0054038_aug2,1,1.0
ISIC_0054038_aug3,1,1.0
ISIC_9770677_orig,1,1.0
ISIC_9770677_aug1,1,1.0
ISIC_9770677_aug2,1,1.0
ISIC_9770677_aug3,1,1.0
ISIC_0027102_orig,1,1.0
ISIC_0027102_aug1,1,1.0
ISIC_0027102_aug2,1,1.0
ISIC_0027102_aug3,1,1.0
ISIC_0067597_orig,1,1.0
ISIC_0067597_aug1,1,1.0
ISIC_0067597_aug2,1,1.0
ISIC_0067597_aug3,1,1.0
ISIC_0065714_orig,1,1.0
ISIC_0065714_aug1,1,1.0
ISIC_0065714_aug2,1,1.0
ISIC_0065714_aug3,1,1.0
ISIC_6089318_orig,1,1.0
ISIC_6089318_aug1,1,1.0
ISIC_6089318_aug2,1,1.0
ISIC_6089318_aug3,1,1.0
ISIC_0031233_orig,1,1.0
ISIC_0031233_aug1,1,1.0
ISIC_0031233_aug2,1,1.0
ISIC_0031233_aug3,1,1.0
ISIC_0068023_orig,1,1.0
ISIC_0068023_aug1,1,1.0
ISIC_0068023_aug2,1,1.0
ISIC_0068023_aug3,1,1.0
ISIC_0070372_orig,1,1.0
ISIC_0070372_aug1,1,1.0
ISIC_0070372_aug2,1,1.0
ISIC_0070372_aug3,1,1.0
ISIC_1616031_orig,1,1.0
ISIC_1616031_aug1,1,1.0
ISIC_1616031_aug2,1,1.0
ISIC_1616031_aug3,1,1.0
ISIC_0055930_orig,1,1.0
ISIC_0055930_aug1,1,1.0
ISIC_0055930_aug2,1,1.0
ISIC_0055930_aug3,1,1.0
ISIC_0066659_orig,1,1.0
ISIC_0066659_aug1,1,1.0
ISIC_0066659_aug2,1,1.0
ISIC_0066659_aug3,1,1.0
ISIC_0059983_orig,1,1.0
ISIC_0059983_aug1,1,1.0
ISIC_0059983_aug2,1,1.0
ISIC_0059983_aug3,1,1.0
ISIC_0033114_orig,1,1.0
ISIC_0033114_aug1,1,1.0
ISIC_0033114_aug2,1,1.0
ISIC_0033114_aug3,1,1.0
ISIC_0069620_orig,1,1.0
ISIC_0069620_aug1,1,1.0
ISIC_0069620_aug2,1,1.0
ISIC_0069620_aug3,1,1.0
ISIC_0071725_orig,1,1.0
ISIC_0071725_aug1,1,1.0
ISIC_0071725_aug2,1,1.0
ISIC_0071725_aug3,1,1.0
ISIC_0027507_orig,1,1.0
ISIC_0027507_aug1,1,1.0
ISIC_0027507_aug2,1,1.0
ISIC_0027507_aug3,1,1.0
ISIC_0058010_orig,1,1.0
ISIC_0058010_aug1,1,1.0
ISIC_0058010_aug2,1,1.0
ISIC_0058010_aug3,1,1.0
ISIC_0000175_orig,1,1.0
ISIC_0000175_aug1,1,1.0
ISIC_0000175_aug2,1,1.0
ISIC_0000175_aug3,1,1.0
ISIC_0055467_orig,1,1.0
ISIC_0055467_aug1,1,1.0
ISIC_0055467_aug2,1,1.0
ISIC_0055467_aug3,1,1.0
ISIC_2871230_orig,1,1.0
ISIC_2871230_aug1,1,1.0
ISIC_2871230_aug2,1,1.0
ISIC_2871230_aug3,1,1.0
ISIC_0057371_orig,1,1.0
ISIC_0057371_aug1,1,1.0
ISIC_0057371_aug2,1,1.0
ISIC_0057371_aug3,1,1.0
ISIC_0071179_orig,1,1.0
ISIC_0071179_aug1,1,1.0
ISIC_0071179_aug2,1,1.0
ISIC_0071179_aug3,1,1.0
ISIC_0029370_orig,1,1.0
ISIC_0029370_aug1,1,1.0
ISIC_0029370_aug2,1,1.0
ISIC_0029370_aug3,1,1.0
ISIC_0062442_orig,1,1.0
ISIC_0062442_aug1,1,1.0
ISIC_0062442_aug2,1,1.0
ISIC_0062442_aug3,1,1.0
ISIC_0059513_orig,1,1.0
ISIC_0059513_aug1,1,1.0
ISIC_0059513_aug2,1,1.0
ISIC_0059513_aug3,1,1.0
ISIC_0058245_orig,1,1.0
ISIC_0058245_aug1,1,1.0
ISIC_0058245_aug2,1,1.0
ISIC_0058245_aug3,1,1.0
ISIC_0072382_orig,1,1.0
ISIC_0072382_aug1,1,1.0
ISIC_0072382_aug2,1,1.0
ISIC_0072382_aug3,1,1.0
ISIC_0056988_orig,1,1.0
ISIC_0056988_aug1,1,1.0
ISIC_0056988_aug2,1,1.0
ISIC_0056988_aug3,1,1.0
ISIC_0069410_orig,1,1.0
ISIC_0069410_aug1,1,1.0
ISIC_0069410_aug2,1,1.0
ISIC_0069410_aug3,1,1.0
ISIC_0061244_orig,1,1.0
ISIC_0061244_aug1,1,1.0
ISIC_0061244_aug2,1,1.0
ISIC_0061244_aug3,1,1.0
ISIC_0053801_orig,1,1.0
ISIC_0053801_aug1,1,1.0
ISIC_0053801_aug2,1,1.0
ISIC_0053801_aug3,1,1.0
ISIC_0070020_orig,1,1.0
ISIC_0070020_aug1,1,1.0
ISIC_0070020_aug2,1,1.0
ISIC_0070020_aug3,1,1.0
ISIC_0033186_orig,1,1.0
ISIC_0033186_aug1,1,1.0
ISIC_0033186_aug2,1,1.0
ISIC_0033186_aug3,1,1.0
ISIC_0029265_orig,1,1.0
ISIC_0029265_aug1,1,1.0
ISIC_0029265_aug2,1,1.0
ISIC_0029265_aug3,1,1.0
ISIC_0065627_orig,1,1.0
ISIC_0065627_aug1,1,1.0
ISIC_0065627_aug2,1,1.0
ISIC_0065627_aug3,1,1.0
ISIC_0030616_orig,1,1.0
ISIC_0030616_aug1,1,1.0
ISIC_0030616_aug2,1,1.0
ISIC_0030616_aug3,1,1.0
ISIC_0063018_orig,1,1.0
ISIC_0063018_aug1,1,1.0
ISIC_0063018_aug2,1,1.0
ISIC_0063018_aug3,1,1.0
ISIC_0030417_orig,1,1.0
ISIC_0030417_aug1,1,1.0
ISIC_0030417_aug2,1,1.0
ISIC_0030417_aug3,1,1.0
ISIC_0060962_orig,1,1.0
ISIC_0060962_aug1,1,1.0
ISIC_0060962_aug2,1,1.0
ISIC_0060962_aug3,1,1.0
ISIC_6507412_orig,0,1.0
ISIC_6507412_aug1,0,1.0
ISIC_6507412_aug2,0,1.0
ISIC_6507412_aug3,0,1.0
ISIC_1960468_orig,0,1.0
ISIC_1960468_aug1,0,1.0
ISIC_1960468_aug2,0,1.0
ISIC_1960468_aug3,0,1.0
ISIC_8525845_orig,0,1.0
ISIC_8525845_aug1,0,1.0
ISIC_8525845_aug2,0,1.0
ISIC_8525845_aug3,0,1.0
ISIC_2072760_orig,0,1.0
ISIC_2072760_aug1,0,1.0
ISIC_2072760_aug2,0,1.0
ISIC_2072760_aug3,0,1.0
ISIC_7161069_orig,0,1.0
ISIC_7161069_aug1,0,1.0
ISIC_7161069_aug2,0,1.0
ISIC_7161069_aug3,0,1.0
ISIC_5238536_orig,0,1.0
ISIC_5238536_aug1,0,1.0
ISIC_5238536_aug2,0,1.0
ISIC_5238536_aug3,0,1.0
ISIC_5082596_orig,0,1.0
ISIC_5082596_aug1,0,1.0
ISIC_5082596_aug2,0,1.0
ISIC_5082596_aug3,0,1.0
ISIC_0259179_orig,0,1.0
ISIC_0259179_aug1,0,1.0
ISIC_0259179_aug2,0,1.0
ISIC_0259179_aug3,0,1.0
ISIC_7383511_orig,0,1.0
ISIC_7383511_aug1,0,1.0
ISIC_7383511_aug2,0,1.0
ISIC_7383511_aug3,0,1.0
ISIC_2951741_orig,0,1.0
ISIC_2951741_aug1,0,1.0
ISIC_2951741_aug2,0,1.0
ISIC_2951741_aug3,0,1.0
ISIC_0430904_orig,0,1.0
ISIC_0430904_aug1,0,1.0
ISIC_0430904_aug2,0,1.0
ISIC_0430904_aug3,0,1.0
