image_name,target,monk_skin_tone
ISIC_6436212,0,1.0
ISIC_1978228,0,1.0
ISIC_8416554,0,1.0
ISIC_4926788,0,1.0
ISIC_8945314,0,1.0
ISIC_9987485,0,1.0
ISIC_0585155,0,1.0
ISIC_9882019,0,1.0
ISIC_1136902,0,1.0
ISIC_9979438,0,1.0
ISIC_0287804,0,1.0
ISIC_3445100,0,1.0
ISIC_1094844,0,1.0
ISIC_1930598,0,1.0
ISIC_2555904,0,1.0
ISIC_4665061,0,1.0
ISIC_6052860,0,1.0
ISIC_8691327,0,1.0
ISIC_7096320,0,1.0
ISIC_4631711,0,1.0
ISIC_3331533,0,1.0
ISIC_1745458,0,1.0
ISIC_4163843,0,1.0
ISIC_1386612,0,1.0
ISIC_9483417,0,1.0
ISIC_0960088,0,1.0
ISIC_4067867,0,1.0
ISIC_5222545,0,1.0
ISIC_0756080,0,1.0
ISIC_0737013,0,1.0
ISIC_1881546,0,1.0
ISIC_2711019,0,1.0
ISIC_6548812,0,1.0
ISIC_1348539,0,1.0
ISIC_0831173,0,1.0
ISIC_2783450,0,1.0
ISIC_8268025,0,1.0
ISIC_3078678,0,1.0
ISIC_4372519,0,1.0
ISIC_3494219,0,1.0
ISIC_6528080,0,1.0
ISIC_4620425,0,1.0
ISIC_0228718,0,1.0
ISIC_7319304,0,1.0
ISIC_0765658,0,1.0
ISIC_1566312,0,1.0
ISIC_3604993,0,1.0
ISIC_5150491,0,1.0
ISIC_3875267,0,1.0
ISIC_6851073,0,1.0
ISIC_6385220,0,1.0
ISIC_9478930,0,1.0
ISIC_1825131,0,1.0
ISIC_7348651,0,1.0
ISIC_2019110,0,1.0
ISIC_8418303,0,1.0
ISIC_9585534,0,1.0
ISIC_1611703,0,1.0
ISIC_8279476,0,1.0
ISIC_2940803,0,1.0
ISIC_0179074,0,1.0
ISIC_6759865,0,1.0
ISIC_5614446,0,1.0
ISIC_7413098,0,1.0
ISIC_8453592,0,1.0
ISIC_2363897,0,1.0
ISIC_4142019,0,1.0
ISIC_9843688,0,1.0
ISIC_4113197,0,1.0
ISIC_7954359,0,1.0
ISIC_4601679,0,1.0
ISIC_0914920,0,1.0
ISIC_5639070,0,1.0
ISIC_5518557,0,1.0
ISIC_6690049,0,1.0
ISIC_6227942,0,1.0
ISIC_1641032,0,1.0
ISIC_8689811,0,1.0
ISIC_1661411,0,1.0
ISIC_2293230,0,1.0
ISIC_7579536,0,1.0
ISIC_7187427,0,1.0
ISIC_7139484,0,1.0
ISIC_3596532,0,1.0
ISIC_0732124,0,1.0
ISIC_9371867,0,1.0
ISIC_0904214,0,1.0
ISIC_2129226,0,1.0
ISIC_4015288,0,1.0
ISIC_7397356,0,1.0
ISIC_4761335,0,1.0
ISIC_3158305,0,1.0
ISIC_6876281,0,1.0
ISIC_3300938,0,1.0
ISIC_4223734,0,1.0
ISIC_7929178,0,1.0
ISIC_0536980,0,1.0
ISIC_3215524,0,1.0
ISIC_0259615,0,1.0
ISIC_3976463,0,1.0
ISIC_9272770,0,1.0
ISIC_5463880,0,1.0
ISIC_5400911,0,1.0
ISIC_2697910,0,1.0
ISIC_7980532,0,1.0
ISIC_8503303,0,1.0
ISIC_1620808,0,1.0
ISIC_9639348,0,1.0
ISIC_6928847,0,1.0
ISIC_3070087,0,1.0
ISIC_6131286,0,1.0
ISIC_5446200,0,1.0
ISIC_8986785,0,1.0
ISIC_3392451,0,1.0
ISIC_4787821,0,1.0
ISIC_6665515,0,1.0
ISIC_8363791,0,1.0
ISIC_4032638,0,1.0
ISIC_5563008,0,1.0
ISIC_0056072,1,2.0
ISIC_0057369,1,2.0
ISIC_0030238,1,2.0
ISIC_0055503,1,2.0
ISIC_5415761,1,2.0
ISIC_0054777,1,2.0
ISIC_0061382,1,2.0
ISIC_0071431,1,2.0
ISIC_0069706,1,2.0
ISIC_0032993,1,2.0
ISIC_0060672,1,2.0
ISIC_0053947,1,2.0
ISIC_0061345,1,2.0
ISIC_0000293,1,2.0
ISIC_0057172,1,2.0
ISIC_0071778,1,2.0
ISIC_0059343,1,2.0
ISIC_0061293,1,2.0
ISIC_1460932,1,2.0
ISIC_0028410,1,2.0
ISIC_0059892,1,2.0
ISIC_0061441,1,2.0
ISIC_0063598,1,2.0
ISIC_0054874,1,2.0
ISIC_0070710,1,2.0
ISIC_0059411,1,2.0
ISIC_0055832,1,2.0
ISIC_0063046,1,2.0
ISIC_0059361,1,2.0
ISIC_0026897,1,2.0
ISIC_0071197,1,2.0
ISIC_0032017,1,2.0
ISIC_0060718,1,2.0
ISIC_0068118,1,2.0
ISIC_0062674,1,2.0
ISIC_0058224,1,2.0
ISIC_0054312,1,2.0
ISIC_0060883,1,2.0
ISIC_0000434_downsampled,1,2.0
ISIC_0070092,1,2.0
ISIC_0033129,1,2.0
ISIC_0063324,1,2.0
ISIC_0055828,1,2.0
ISIC_0069595,1,2.0
ISIC_0059330,1,2.0
ISIC_0011366,1,2.0
ISIC_0068763,1,2.0
ISIC_0057837,1,2.0
ISIC_0000156,1,2.0
ISIC_0069511,1,2.0
ISIC_0015127_downsampled,1,2.0
ISIC_0058075,1,2.0
ISIC_8859274,1,2.0
ISIC_0058649,1,2.0
ISIC_0072440,1,2.0
ISIC_0034094,1,2.0
ISIC_0061159,1,2.0
ISIC_0057821,1,2.0
ISIC_9593940,1,2.0
ISIC_0059141,1,2.0
ISIC_0029397,1,2.0
ISIC_0063727,1,2.0
ISIC_0059766,1,2.0
ISIC_0068381,1,2.0
ISIC_0059473,1,2.0
ISIC_0015200,1,2.0
ISIC_0071827,1,2.0
ISIC_6620377,1,2.0
ISIC_0068227,1,2.0
ISIC_0071258,1,2.0
ISIC_0014897,1,2.0
ISIC_0055902,1,2.0
ISIC_0063302,1,2.0
ISIC_0057374,1,2.0
ISIC_0064619,1,2.0
ISIC_0032245,1,2.0
ISIC_1440985,1,2.0
ISIC_0060340,1,2.0
ISIC_0062425,1,2.0
ISIC_0067949,1,2.0
ISIC_0026847,1,2.0
ISIC_0026420,1,2.0
ISIC_0061404,1,2.0
ISIC_0067789,1,2.0
ISIC_0062423,1,2.0
ISIC_0056246,1,2.0
ISIC_0054427,1,2.0
ISIC_0071632,1,2.0
ISIC_0057556,1,2.0
ISIC_0033802,1,2.0
ISIC_0027060,1,2.0
ISIC_0030795,1,2.0
ISIC_0067289,1,2.0
ISIC_0061021,1,2.0
ISIC_0059538,1,2.0
ISIC_0029209,1,2.0
ISIC_0057180,1,2.0
ISIC_0028493,1,2.0
ISIC_0057723,1,2.0
ISIC_0060218,1,2.0
ISIC_0000035,1,2.0
ISIC_0062709,1,2.0
ISIC_0056309,1,2.0
ISIC_0026647,1,2.0
ISIC_0009955,1,2.0
ISIC_0071834,1,2.0
ISIC_0029744,1,2.0
ISIC_0070752,1,2.0
ISIC_0058798,1,2.0
ISIC_0063191,1,2.0
ISIC_0057736,1,2.0
ISIC_0063124,1,2.0
ISIC_0059669,1,2.0
ISIC_0070968,1,2.0
ISIC_0061911,1,2.0
ISIC_0060762,1,2.0
ISIC_0062443,1,2.0
ISIC_0000013,1,2.0
ISIC_0032372,1,2.0
ISIC_0066969,1,2.0
ISIC_0026475,1,2.0
ISIC_0061553,1,2.0
ISIC_0053456,1,2.0
ISIC_3996796,1,2.0
ISIC_0031718,1,2.0
ISIC_0010862,1,2.0
ISIC_3778192,1,2.0
ISIC_0063061,1,2.0
ISIC_0062649,1,2.0
ISIC_0072624,1,2.0
ISIC_0063971,1,2.0
ISIC_0025105,1,2.0
ISIC_6931277,1,2.0
ISIC_0063143,1,2.0
ISIC_6352565,1,2.0
ISIC_0032313,1,2.0
ISIC_0073227,1,2.0
ISIC_0066750,1,2.0
ISIC_0069277,1,2.0
ISIC_0028227,1,2.0
ISIC_0034253,1,2.0
ISIC_0033024,1,2.0
ISIC_0066355,1,2.0
ISIC_0027101,1,2.0
ISIC_0015200_downsampled,1,2.0
ISIC_0071768,1,2.0
ISIC_0065535,1,2.0
ISIC_0028228,1,2.0
ISIC_0034106,1,2.0
ISIC_0055226,1,2.0
ISIC_0072889,1,2.0
ISIC_0028642,1,2.0
ISIC_0064589,1,2.0
ISIC_0058458,1,2.0
ISIC_0071673,1,2.0
ISIC_0064026,1,2.0
ISIC_9544832,1,2.0
ISIC_0069179,1,2.0
ISIC_0063493,1,2.0
ISIC_0068401,1,2.0
ISIC_0062515,1,2.0
ISIC_0032265,1,2.0
ISIC_0054289,1,2.0
ISIC_0028219,1,2.0
ISIC_0025238,1,2.0
ISIC_0068586,1,2.0
ISIC_0063753,1,2.0
ISIC_0027065,1,2.0
ISIC_0031146,1,2.0
ISIC_0068528,1,2.0
ISIC_0056413,1,2.0
ISIC_0054651,1,2.0
ISIC_0056806,1,2.0
ISIC_0033885,1,2.0
ISIC_0031666,1,2.0
ISIC_0055739,1,2.0
ISIC_0055003,1,2.0
ISIC_0060638,1,2.0
ISIC_0062084,1,2.0
ISIC_0055156,1,2.0
ISIC_0028460,1,2.0
ISIC_0032197,1,2.0
ISIC_0063881,1,2.0
ISIC_0058426,1,2.0
ISIC_0057417,1,2.0
ISIC_5391758,1,2.0
ISIC_0066649,1,2.0
ISIC_0064660,1,2.0
ISIC_0061127,1,2.0
ISIC_0064927,1,2.0
ISIC_0059069,1,2.0
ISIC_0055054,1,2.0
ISIC_0055747,1,2.0
ISIC_0056991,1,2.0
ISIC_0053810,1,2.0
ISIC_0055453,1,2.0
ISIC_0065775,1,2.0
ISIC_0032872,1,2.0
ISIC_0070743,1,2.0
ISIC_0066058,1,2.0
ISIC_0055714,1,2.0
ISIC_0059424,1,2.0
ISIC_0053774,1,2.0
ISIC_0068555,1,2.0
ISIC_0055876,1,2.0
ISIC_0014920,1,2.0
ISIC_0011295,1,2.0
ISIC_0065023,1,2.0
ISIC_0055311,1,2.0
ISIC_0071315,1,2.0
ISIC_0030501,1,2.0
ISIC_0070933,1,2.0
ISIC_0059684,1,2.0
ISIC_0054205,1,2.0
ISIC_0067614,1,2.0
ISIC_0031642,1,2.0
ISIC_0033651,1,2.0
ISIC_0028003,1,2.0
ISIC_0032917,1,2.0
ISIC_0057025,1,2.0
ISIC_0061735,1,2.0
ISIC_0033522,1,2.0
ISIC_0061791,1,2.0
ISIC_0056152,1,2.0
ISIC_0010267,1,2.0
ISIC_0068874,1,2.0
ISIC_0055907,1,2.0
ISIC_0058947,1,2.0
ISIC_0064307,1,2.0
ISIC_0027043,1,2.0
ISIC_0000285,1,2.0
ISIC_0010175,1,2.0
ISIC_0060897,1,2.0
ISIC_0067417,1,2.0
ISIC_0065928,1,2.0
ISIC_0013334_downsampled,1,2.0
ISIC_0024351,1,2.0
ISIC_0054385,1,2.0
ISIC_0058428,1,2.0
ISIC_0056247,1,2.0
ISIC_0056185,1,2.0
ISIC_0071648,1,2.0
ISIC_0030356,1,2.0
ISIC_0061950,1,2.0
ISIC_0063992,1,2.0
ISIC_1110583,1,2.0
ISIC_0057656,1,2.0
ISIC_3097354,1,2.0
ISIC_0054006,1,2.0
ISIC_0030623,1,2.0
ISIC_0064080,1,2.0
ISIC_0055318,1,2.0
ISIC_0059346,1,2.0
ISIC_4517738,1,2.0
ISIC_0071776,1,2.0
ISIC_0060648,1,2.0
ISIC_0015189_downsampled,1,2.0
ISIC_0001102_downsampled,1,2.0
ISIC_0064321,1,2.0
ISIC_0072924,1,2.0
ISIC_0032630,1,2.0
ISIC_0071916,1,2.0
ISIC_0001140_downsampled,1,2.0
ISIC_0026352,1,2.0
ISIC_0011344,1,2.0
ISIC_2979268,1,2.0
ISIC_0065421,1,2.0
ISIC_0054767,1,2.0
ISIC_6714082,1,2.0
ISIC_0062970,1,2.0
ISIC_0072182,1,2.0
ISIC_0067512,1,2.0
ISIC_0024313,1,2.0
ISIC_0058097,1,2.0
ISIC_0025755,1,2.0
ISIC_0056214,1,2.0
ISIC_3338629,1,2.0
ISIC_0025996,1,2.0
ISIC_0072136,1,2.0
ISIC_3301933,1,2.0
ISIC_9210255,1,2.0
ISIC_0056692,1,2.0
ISIC_0069951,1,2.0
ISIC_0069148,1,2.0
ISIC_0033708,1,2.0
ISIC_0000139_downsampled,1,2.0
ISIC_0033655,1,2.0
ISIC_0024675,1,2.0
ISIC_0015045_downsampled,1,2.0
ISIC_0055511,1,2.0
ISIC_0062505,1,2.0
ISIC_0062762,1,2.0
ISIC_0061799,1,2.0
ISIC_0028288,1,2.0
ISIC_0065766,1,2.0
ISIC_0033232,1,2.0
ISIC_0026489,1,2.0
ISIC_0028718,1,2.0
ISIC_0014951,1,2.0
ISIC_0000521,1,2.0
ISIC_0029013,1,2.0
ISIC_0072824,1,2.0
ISIC_0027402,1,2.0
ISIC_0057655,1,2.0
ISIC_0029909,1,2.0
ISIC_0033831,1,2.0
ISIC_0065360,1,2.0
ISIC_0053814,1,2.0
ISIC_0024951,1,2.0
ISIC_0000289,1,2.0
ISIC_0033856,1,2.0
ISIC_0072157,1,2.0
ISIC_0070253,1,2.0
ISIC_0034233,1,2.0
ISIC_0060153,1,2.0
ISIC_0032400,1,2.0
ISIC_0064107,1,2.0
ISIC_0009898,1,2.0
ISIC_0057963,1,2.0
ISIC_0068778,1,2.0
ISIC_0070856,1,2.0
ISIC_2448123,1,2.0
ISIC_0025277,1,2.0
ISIC_0061278,1,2.0
ISIC_0063093,1,2.0
ISIC_0065807,1,2.0
ISIC_0055810,1,2.0
ISIC_0055796,1,2.0
ISIC_0065872,1,2.0
ISIC_6024335,1,2.0
ISIC_0028898,1,2.0
ISIC_0067128,1,2.0
ISIC_0067699,1,2.0
ISIC_0058174,1,2.0
ISIC_2221217,1,2.0
ISIC_0027063,1,2.0
ISIC_8194835,1,2.0
ISIC_0070118,1,2.0
ISIC_0030060,1,2.0
ISIC_0029575,1,2.0
ISIC_0056670,1,2.0
ISIC_0072393,1,2.0
ISIC_0000149_downsampled,1,2.0
ISIC_0062350,1,2.0
ISIC_0060239,1,2.0
ISIC_0062125,1,2.0
ISIC_0061183,1,2.0
ISIC_0071678,1,2.0
ISIC_0057199,1,2.0
ISIC_0070666,1,2.0
ISIC_0055295,1,2.0
ISIC_0054292,1,2.0
ISIC_0026131,1,2.0
ISIC_0059093,1,2.0
ISIC_0063168,1,2.0
ISIC_0011169,1,2.0
ISIC_0070363,1,2.0
ISIC_0071180,1,2.0
ISIC_6539127,1,2.0
ISIC_0024806,1,2.0
ISIC_0033122,1,2.0
ISIC_0065997,1,2.0
ISIC_0055451,1,2.0
ISIC_0059605,1,2.0
ISIC_0030695,1,2.0
ISIC_0066430,1,2.0
ISIC_0033312,1,2.0
ISIC_0065180,1,2.0
ISIC_0065615,1,2.0
ISIC_0031529,1,2.0
ISIC_1356715,1,2.0
ISIC_0061057,1,2.0
ISIC_0011112,1,2.0
ISIC_0060375,1,2.0
ISIC_0064926,1,2.0
ISIC_0069504,1,2.0
ISIC_0066203,1,2.0
ISIC_0000043_downsampled,1,2.0
ISIC_0056047,1,2.0
ISIC_0054664,1,2.0
ISIC_0059919,1,2.0
ISIC_0065253,1,2.0
ISIC_0060994,1,2.0
ISIC_0063813,1,2.0
ISIC_0058022,1,2.0
ISIC_0072522,1,2.0
ISIC_0000171,1,2.0
ISIC_0062029,1,2.0
ISIC_0066678,1,2.0
ISIC_0055359,1,2.0
ISIC_0000172,1,2.0
ISIC_0028075,1,2.0
ISIC_0060238,1,2.0
ISIC_0057044,1,2.0
ISIC_0032622,1,2.0
ISIC_0033848,1,2.0
ISIC_0064625,1,2.0
ISIC_0066106,1,2.0
ISIC_0053909,1,2.0
ISIC_0072286,1,2.0
ISIC_0062596,1,2.0
ISIC_0025751,1,2.0
ISIC_8450656,1,2.0
ISIC_0058607,1,2.0
ISIC_0055905,1,2.0
ISIC_0071797,1,2.0
ISIC_0069197,1,2.0
ISIC_0056914,1,2.0
ISIC_0072405,1,2.0
ISIC_0064534,1,2.0
ISIC_0068315,1,2.0
ISIC_0062712,1,2.0
ISIC_0069324,1,2.0
ISIC_0064623,1,2.0
ISIC_5247508,1,2.0
ISIC_0066354,1,2.0
ISIC_0072535,1,2.0
ISIC_0031417,1,2.0
ISIC_0010231,1,2.0
ISIC_0068713,1,2.0
ISIC_0068403,1,2.0
ISIC_0063926,1,2.0
ISIC_0062037,1,2.0
ISIC_0063961,1,2.0
ISIC_0000074,1,2.0
ISIC_0031784,1,2.0
ISIC_0000147_downsampled,1,2.0
ISIC_0057462,1,2.0
ISIC_0060585,1,2.0
ISIC_0014951_downsampled,1,2.0
ISIC_0062925,1,2.0
ISIC_0056019,1,2.0
ISIC_0069727,1,2.0
ISIC_0065307,1,2.0
ISIC_0061077,1,2.0
ISIC_0062401,1,2.0
ISIC_0058380,1,2.0
ISIC_0053699,1,2.0
ISIC_0053973,1,2.0
ISIC_0066860,1,2.0
ISIC_0029281,1,2.0
ISIC_0058168,1,2.0
ISIC_0033258,1,2.0
ISIC_0071594,1,2.0
ISIC_0060621,1,2.0
ISIC_0026369,1,2.0
ISIC_0014735_downsampled,1,2.0
ISIC_0064448,1,2.0
ISIC_0056046,1,2.0
ISIC_0071642,1,2.0
ISIC_0247330,1,2.0
ISIC_0032592,1,2.0
ISIC_0070398,1,2.0
ISIC_0067719,1,2.0
ISIC_0067889,1,2.0
ISIC_0068692,1,2.0
ISIC_0071321,1,2.0
ISIC_0068895,1,2.0
ISIC_0000434,1,2.0
ISIC_4936662,1,2.0
ISIC_0058526,1,2.0
ISIC_0032975,1,2.0
ISIC_0026314,1,2.0
ISIC_4404772,1,2.0
ISIC_0011161,1,2.0
ISIC_0069273,1,2.0
ISIC_0064521,1,2.0
ISIC_0032248,1,2.0
ISIC_0030604,1,2.0
ISIC_0009927,1,2.0
ISIC_0072418,1,2.0
ISIC_0000292,1,2.0
ISIC_0062364,1,2.0
ISIC_0030423,1,2.0
ISIC_0061265,1,2.0
ISIC_0032441,1,2.0
ISIC_1177505,1,2.0
ISIC_0064559,1,2.0
ISIC_0011126,1,2.0
ISIC_0058425,1,2.0
ISIC_0059929,1,2.0
ISIC_0061825,1,2.0
ISIC_0063551,1,2.0
ISIC_0011125,1,2.0
ISIC_0033968,1,2.0
ISIC_0026281,1,2.0
ISIC_0013842_downsampled,1,2.0
ISIC_0065069,1,2.0
ISIC_0061710,1,2.0
ISIC_0027620,1,2.0
ISIC_0060094,1,2.0
ISIC_0058303,1,2.0
ISIC_5047172,0,2.0
ISIC_1699530,0,2.0
ISIC_8241457,0,2.0
ISIC_6722586,0,2.0
ISIC_3686620,0,2.0
ISIC_2418419,0,2.0
ISIC_9005542,0,2.0
ISIC_6810076,0,2.0
ISIC_3703300,0,2.0
ISIC_6966105,0,2.0
ISIC_3086579,0,2.0
ISIC_2119925,0,2.0
ISIC_5525952,0,2.0
ISIC_6025224,0,2.0
ISIC_0413472,0,2.0
ISIC_4878779,0,2.0
ISIC_7351958,0,2.0
ISIC_9913667,0,2.0
ISIC_6342060,0,2.0
ISIC_7351996,0,2.0
ISIC_7230374,0,2.0
ISIC_3282214,0,2.0
ISIC_4984668,0,2.0
ISIC_2166957,0,2.0
ISIC_0488252,0,2.0
ISIC_0710431,0,2.0
ISIC_3135594,0,2.0
ISIC_4973549,0,2.0
ISIC_3161986,0,2.0
ISIC_1960360,0,2.0
ISIC_9426607,0,2.0
ISIC_6203936,0,2.0
ISIC_5243378,0,2.0
ISIC_2338392,0,2.0
ISIC_9499654,0,2.0
ISIC_6390756,0,2.0
ISIC_6545051,0,2.0
ISIC_2575894,0,2.0
ISIC_0846205,0,2.0
ISIC_0361149,0,2.0
ISIC_8862290,0,2.0
ISIC_0574880,0,2.0
ISIC_9677697,0,2.0
ISIC_9590644,0,2.0
ISIC_6169392,0,2.0
ISIC_8648090,0,2.0
ISIC_9470043,0,2.0
ISIC_0148783,0,2.0
ISIC_2673586,0,2.0
ISIC_1991054,0,2.0
ISIC_8395701,0,2.0
ISIC_7174924,0,2.0
ISIC_8671662,0,2.0
ISIC_4474341,0,2.0
ISIC_6340022,0,2.0
ISIC_2420042,0,2.0
ISIC_4137821,0,2.0
ISIC_2977144,0,2.0
ISIC_1166678,0,2.0
ISIC_8669968,0,2.0
ISIC_6847965,0,2.0
ISIC_8125801,0,2.0
ISIC_8871081,0,2.0
ISIC_8315906,0,2.0
ISIC_3733131,0,2.0
ISIC_4286715,0,2.0
ISIC_3143604,0,2.0
ISIC_3688407,0,2.0
ISIC_7659833,0,2.0
ISIC_8255680,0,2.0
ISIC_6778936,0,2.0
ISIC_3019176,0,2.0
ISIC_7689821,0,2.0
ISIC_1719300,0,2.0
ISIC_4648130,0,2.0
ISIC_3512019,0,2.0
ISIC_0202576,0,2.0
ISIC_5086676,0,2.0
ISIC_2823929,0,2.0
ISIC_9412963,0,2.0
ISIC_9724550,0,2.0
ISIC_2848654,0,2.0
ISIC_3315810,0,2.0
ISIC_8056594,0,2.0
ISIC_8748711,0,2.0
ISIC_0639951,0,2.0
ISIC_7210119,0,2.0
ISIC_7024060,0,2.0
ISIC_9127214,0,2.0
ISIC_7621674,0,2.0
